"Pcode
",Pcode Name,Governorate,District,Cadaster,Local Name,Latitude,Longitude,Shelter Type,Status,Number of Tents,Number of Ind,Date of the Update,Updated By,Updated On,Discovery Date,Date the site was created,Number of Latrines,Water Capacity in L,Number of SSBs,Number of Ind in SSBs,Type of Water Source,Waste Disposal,Waste Water Disposal,Type of Contract,Type of Internet Connection,Consultation Fee for PHC (3000/5000),Free Vaccination for Children under 12
53311-01-087,Deir El-Ahmar 087,Bekaa,Baalbek,Deir El-Ahmar,,34.1097908,36.11771011,IS- Informal Settlement,Less than 4,2,11,11/8/16,Medair,Sixth Update - 2016,9/21/16,9/21/16,1,2000,0,0,Spring,Dump it outside the camp,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
53311-01-088,Deir El-Ahmar 088,Bekaa,Baalbek,Deir El-Ahmar,,34.1095314,36.13814926,IS- Informal Settlement,Less than 4,2,4,11/7/16,Medair,Sixth Update - 2016,11/6/16,9/7/16,1,1000,0,0,Water Trucking,Burn it,Direct discharge to environment,Verbal,No Internet access,No,No
53322-01-001,Kneisset Baalbek 001,Bekaa,Baalbek,Kneisset Baalbek,,34.14228058,36.1648407,IS- Informal Settlement,Less than 4,1,2,11/29/16,Medair,Sixth Update - 2016,11/29/16,11/1/14,0,1000,1,6,Water Trucking,Burn it,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53333-01-001,Bechouat 001,Bekaa,Baalbek,Bechouat,,34.14860153,36.1371994,IS- Informal Settlement,Inactive,0,0,11/8/16,Medair,Sixth Update - 2016,4/23/14,5/24/13,0,0,0,0,,,,,,,
53333-01-002,Bechouat 002,Bekaa,Baalbek,Bechouat,,34.14599991,36.14369965,IS- Informal Settlement,Active,4,15,11/8/16,Medair,Sixth Update - 2016,4/23/14,12/24/13,2,3000,1,6,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
53333-01-003,Bechouat 003,Bekaa,Baalbek,Bechouat,,34.14580154,36.14160156,IS- Informal Settlement,Less than 4,2,10,11/8/16,Medair,Sixth Update - 2016,4/23/14,4/19/14,1,2000,0,0,Water Trucking,Dump it outside the camp,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53333-01-004,Bechouat 004,Bekaa,Baalbek,Bechouat,,34.14590073,36.14479828,IS- Informal Settlement,Less than 4,2,13,11/8/16,Medair,Sixth Update - 2016,3/29/15,4/1/13,1,3000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
53333-01-005,Bechouat 005,Bekaa,Baalbek,Bechouat,,34.14619827,36.14210129,IS- Informal Settlement,Less than 4,2,7,11/8/16,Medair,Sixth Update - 2016,12/6/15,11/28/15,0,1000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53333-01-006,Bechouat 006,Bekaa,Baalbek,Bechouat,,34.1450386,36.16416931,IS- Informal Settlement,Less than 4,3,11,11/8/16,Medair,Sixth Update - 2016,5/10/16,4/21/16,1,6000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
53344-01-001,Barqa 001,Bekaa,Baalbek,Barqa,,34.17610168,36.1371994,IS- Informal Settlement,Less than 4,1,4,11/8/16,Medair,Sixth Update - 2016,6/9/16,3/16/16,1,1000,0,0,Borehole,Dump it outside the camp,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53344-01-002,Barqa 002,Bekaa,Baalbek,Barqa,,34.1780014,36.15240097,IS- Informal Settlement,Inactive,0,0,11/8/16,Medair,Sixth Update - 2016,4/19/16,3/9/16,0,0,0,0,,,,,,,
53344-01-003,Barqa 003,Bekaa,Baalbek,Barqa,,34.17863083,36.14175034,IS- Informal Settlement,Less than 4,1,5,11/8/16,Medair,Sixth Update - 2016,6/9/16,6/9/15,1,1000,1,3,Water Network,Burn it,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
53344-01-004,Barqa 004,Bekaa,Baalbek,Barqa,,34.17771912,36.13879013,IS- Informal Settlement,Inactive,0,0,11/8/16,Medair,Sixth Update - 2016,9/19/16,9/10/16,0,0,0,0,,,,,,,
53375-01-001,Btedaai 001,Bekaa,Baalbek,Btedaai,Deir el Ahmar Caritas,34.0909996,36.12519836,IS- Informal Settlement,Less than 4,3,16,11/7/16,Medair,Sixth Update - 2016,4/18/16,12/19/12,2,1000,0,0,Water Trucking,Dump it outside the camp,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53375-01-002,Btedaai 002,Bekaa,Baalbek,Btedaai,Deir el Ahmar Roueiss,34.09080124,36.12220001,IS- Informal Settlement,Active,50,282,11/8/16,Medair,Sixth Update - 2016,4/23/14,10/19/13,42,60000,0,0,Water Trucking,Burn it,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,No,No
53375-01-003,Btedaai 003,Bekaa,Baalbek,Btedaai,,34.09410095,36.12680054,IS- Informal Settlement,Inactive,0,0,11/7/16,Medair,Sixth Update - 2016,3/19/14,11/19/12,0,0,0,0,,,,,,,
53375-01-004,Btedaai 004,Bekaa,Baalbek,Btedaai,,34.09790039,36.11299896,IS- Informal Settlement,Inactive,0,0,11/7/16,Medair,Sixth Update - 2016,3/21/14,7/21/13,0,0,0,0,,,,,,,
53375-01-005,Btedaai 005,Bekaa,Baalbek,Btedaai,,34.10219955,36.11360168,IS- Informal Settlement,Active,12,68,11/7/16,Medair,Sixth Update - 2016,4/20/14,12/21/13,8,12000,0,0,Water Trucking,Burn it,Direct discharge to environment,None,Mobile network - 3G / 4G,Yes,No
53375-01-006,Btedaai 006,Bekaa,Baalbek,Btedaai,,34.10359955,36.10689926,IS- Informal Settlement,Active,5,28,11/7/16,Medair,Sixth Update - 2016,3/21/14,2/21/14,5,7000,0,0,Water Trucking,Burn it,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
53375-01-007,Btedaai 007,Bekaa,Baalbek,Btedaai,,34.10960007,36.11029816,IS- Informal Settlement,Active,13,69,11/7/16,Medair,Sixth Update - 2016,7/21/14,1/21/12,11,12000,3,12,Borehole,Municipality Collection,Direct discharge to environment,None,No Internet access,No,No
53375-01-008,Btedaai 008,Bekaa,Baalbek,Btedaai,,34.11360168,36.08359909,IS- Informal Settlement,Active,7,48,11/7/16,Medair,Sixth Update - 2016,5/26/16,10/21/13,5,8000,1,5,Water Trucking,Dump it outside the camp,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53375-01-009,Btedaai 009,Bekaa,Baalbek,Btedaai,,34.11660004,36.08390045,IS- Informal Settlement,Active,5,34,11/7/16,Medair,Sixth Update - 2016,6/5/14,1/21/13,3,5000,0,0,Water Trucking,Dump it outside the camp,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
53375-01-010,Btedaai 010,Bekaa,Baalbek,Btedaai,,34.08810043,36.11830139,IS- Informal Settlement,Inactive,0,0,11/8/16,Medair,Sixth Update - 2016,4/23/14,3/21/12,0,0,0,0,,,,,,,
53375-01-011,Btedaai 011,Bekaa,Baalbek,Btedaai,,34.1004982,36.10570145,IS- Informal Settlement,Less than 4,3,17,11/7/16,Medair,Sixth Update - 2016,7/21/14,7/21/12,2,4000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,Yes,Yes
53375-01-012,Btedaai 012,Bekaa,Baalbek,Btedaai,,34.09519958,36.12889862,IS- Informal Settlement,Inactive,0,0,11/7/16,Medair,Sixth Update - 2016,7/21/14,6/21/14,0,0,0,0,,,,,,,
53375-01-013,Btedaai 013,Bekaa,Baalbek,Btedaai,,34.09769821,36.12789917,IS- Informal Settlement,Less than 4,1,2,11/7/16,Medair,Sixth Update - 2016,8/19/14,7/5/14,1,1000,0,0,Water Trucking,Dump it outside the camp,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,No
53375-01-014,Btedaai 014,Bekaa,Baalbek,Btedaai,,34.10509872,36.1094017,IS- Informal Settlement,Active,5,24,11/7/16,Medair,Sixth Update - 2016,3/25/15,12/14/13,3,5000,0,0,Water Trucking,Burn it,Direct discharge to environment,None,No Internet access,No,No
53375-01-015,Btedaai 015,Bekaa,Baalbek,Btedaai,,34.10580063,36.10969925,IS- Informal Settlement,Active,10,38,11/7/16,Medair,Sixth Update - 2016,3/25/15,10/2/13,5,9000,0,0,Water Trucking,Burn it,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
53375-01-016,Btedaai 016,Bekaa,Baalbek,Btedaai,,34.10630035,36.11029816,IS- Informal Settlement,Active,4,14,11/7/16,Medair,Sixth Update - 2016,3/25/15,10/3/12,4,4000,3,14,Water Trucking,Burn it,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
53375-01-017,Btedaai 017,Bekaa,Baalbek,Btedaai,,34.10689926,36.11109924,IS- Informal Settlement,Inactive,0,0,11/7/16,Medair,Sixth Update - 2016,3/25/15,3/26/13,0,0,0,0,,,,,,,
53375-01-018,Btedaai 018,Bekaa,Baalbek,Btedaai,,34.10359955,36.10739899,IS- Informal Settlement,Inactive,0,0,11/7/16,Medair,Sixth Update - 2016,3/25/15,3/5/14,0,0,0,0,,,,,,,
53375-01-019,Btedaai 019,Bekaa,Baalbek,Btedaai,,34.10419846,36.10760117,IS- Informal Settlement,Less than 4,1,13,11/7/16,Medair,Sixth Update - 2016,3/25/15,12/14/12,1,2000,0,0,Water Trucking,Burn it,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53375-01-020,Btedaai 020,Bekaa,Baalbek,Btedaai,,34.0965004,36.12480164,IS- Informal Settlement,Active,4,18,11/7/16,Medair,Sixth Update - 2016,3/25/15,12/24/13,4,4000,0,0,Water Trucking,Dump it outside the camp,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,No
53375-01-021,Btedaai 021,Bekaa,Baalbek,Btedaai,,34.09730148,36.12310028,IS- Informal Settlement,Less than 4,3,12,11/7/16,Medair,Sixth Update - 2016,3/25/15,2/28/15,2,3000,0,0,Water Trucking,Dump it outside the camp,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,No
53375-01-022,Btedaai 022,Bekaa,Baalbek,Btedaai,,34.10039902,36.11840057,IS- Informal Settlement,Less than 4,2,6,11/7/16,Medair,Sixth Update - 2016,3/25/15,3/7/12,1,1000,0,0,Water Trucking,Burn it,Direct discharge to environment,Verbal,No Internet access,Yes,Yes
53375-01-023,Btedaai 023,Bekaa,Baalbek,Btedaai,,34.1006012,36.11669922,IS- Informal Settlement,Less than 4,1,6,11/7/16,Medair,Sixth Update - 2016,3/25/15,3/3/14,1,0,0,0,Borehole,Burn it,Direct discharge to environment,Verbal,No Internet access,Yes,Yes
53375-01-024,Btedaai 024,Bekaa,Baalbek,Btedaai,,34.10169983,36.11289978,IS- Informal Settlement,Less than 4,3,12,11/7/16,Medair,Sixth Update - 2016,5/26/16,3/25/14,3,2000,0,0,Borehole,Burn it,Direct discharge to environment,None,No Internet access,Yes,Yes
53375-01-025,Btedaai 025,Bekaa,Baalbek,Btedaai,,34.1012001,36.11220169,IS- Informal Settlement,Less than 4,1,12,11/7/16,Medair,Sixth Update - 2016,3/25/15,12/14/14,1,2000,0,0,Borehole,Burn it,Direct discharge to environment,None,No Internet access,No,No
53375-01-026,Btedaai 026,Bekaa,Baalbek,Btedaai,,34.09830093,36.10309982,IS- Informal Settlement,Inactive,0,0,11/7/16,Medair,Sixth Update - 2016,3/25/15,12/14/14,0,0,0,0,,,,,,,
53375-01-027,Btedaai 027,Bekaa,Baalbek,Btedaai,,34.10559845,36.11410141,IS- Informal Settlement,Active,10,56,11/7/16,Medair,Sixth Update - 2016,5/11/15,8/4/14,2,6000,0,0,Water Trucking,Burn it,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
53375-01-028,Btedaai 028,Bekaa,Baalbek,Btedaai,,34.10340118,36.11399841,IS- Informal Settlement,Inactive,0,0,11/7/16,Medair,Sixth Update - 2016,10/12/15,5/15/14,0,0,0,0,,,,,,,
53375-01-029,Btedaai 029,Bekaa,Baalbek,Btedaai,,34.09799957,36.10380173,IS- Informal Settlement,Inactive,0,0,11/7/16,Medair,Sixth Update - 2016,12/6/15,10/7/15,0,0,0,0,,,,,,,
53375-01-030,Btedaai 030,Bekaa,Baalbek,Btedaai,,34.10037994,36.1255188,IS- Informal Settlement,Less than 4,1,7,11/7/16,Medair,Sixth Update - 2016,12/15/15,11/15/15,2,2000,1,6,Water Trucking,Burn it,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
53375-01-031,Btedaai 031,Bekaa,Baalbek,Btedaai,,34.10010147,36.10020065,IS- Informal Settlement,Inactive,0,0,11/7/16,Medair,Sixth Update - 2016,2/4/16,11/4/15,0,0,0,0,,,,,,,
53375-01-032,Btedaai 032,Bekaa,Baalbek,Btedaai,,34.10290146,36.11759949,IS- Informal Settlement,Inactive,0,0,11/7/16,Medair,Sixth Update - 2016,4/25/16,5/5/15,0,0,0,0,,,,,,,
53375-01-033,Btedaai 033,Bekaa,Baalbek,Btedaai,,34.0979805,36.10166168,IS- Informal Settlement,Less than 4,3,15,11/7/16,Medair,Sixth Update - 2016,11/6/16,10/27/16,0,1000,0,0,Borehole,Burn it,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,No
53388-01-001,Yammouné 001,Bekaa,Baalbek,Yammouné,,34.12220001,36.03450012,IS- Informal Settlement,Inactive,0,0,11/29/16,Medair,Sixth Update - 2016,8/21/14,5/13/14,0,0,0,0,,,,,,,
53388-01-002,Yammouné 002,Bekaa,Baalbek,Yammouné,,34.1242981,36.03350067,IS- Informal Settlement,Less than 4,2,2,11/29/16,Medair,Sixth Update - 2016,8/21/14,5/5/14,1,0,0,0,Others,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53388-01-003,Yammouné 003,Bekaa,Baalbek,Yammouné,,34.125,36.03210068,IS- Informal Settlement,Less than 4,2,0,11/29/16,Medair,Sixth Update - 2016,8/21/14,5/22/14,0,0,0,0,,,,,,,
53388-01-004,Yammouné 004,Bekaa,Baalbek,Yammouné,,34.12239838,36.0245018,IS- Informal Settlement,Less than 4,1,0,11/29/16,Medair,Sixth Update - 2016,8/21/14,7/8/14,0,0,0,0,,,,,,,
53388-01-005,Yammouné 005,Bekaa,Baalbek,Yammouné,,34.13019943,36.03179932,IS- Informal Settlement,Less than 4,2,20,11/29/16,Medair,Sixth Update - 2016,3/29/15,2/18/15,1,0,0,0,Others,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53388-01-006,Yammouné 006,Bekaa,Baalbek,Yammouné,,34.12969971,36.03120041,IS- Informal Settlement,Less than 4,3,20,11/29/16,Medair,Sixth Update - 2016,3/29/15,3/24/14,2,1000,0,0,Others,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53388-01-007,Yammouné 007,Bekaa,Baalbek,Yammouné,,34.12480164,36.0243988,IS- Informal Settlement,Inactive,0,0,11/29/16,Medair,Sixth Update - 2016,5/12/15,4/4/13,0,0,0,0,,,,,,,
53388-01-008,Yammouné 008,Bekaa,Baalbek,Yammouné,,34.12889862,36.03580093,IS- Informal Settlement,Less than 4,1,9,11/29/16,Medair,Sixth Update - 2016,6/23/15,12/7/13,1,0,1,4,Borehole,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53388-01-009,Yammouné 009,Bekaa,Baalbek,Yammouné,,34.13050079,36.0340004,IS- Informal Settlement,Active,9,67,11/29/16,Medair,Sixth Update - 2016,6/23/15,12/1/14,4,1000,1,4,Others,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53388-01-010,Yammouné 010,Bekaa,Baalbek,Yammouné,,34.12649918,36.02980042,IS- Informal Settlement,Inactive,0,0,11/28/16,Medair,Sixth Update - 2016,12/15/15,10/10/15,0,0,0,0,,,,,,,
53388-01-011,Yammouné 011,Bekaa,Baalbek,Yammouné,,34.13219833,36.03239822,IS- Informal Settlement,Inactive,0,0,11/29/16,Medair,Sixth Update - 2016,4/25/16,3/25/16,0,0,0,0,,,,,,,
53388-01-012,Yammouné  012,Bekaa,Baalbek,Yammouné,,34.12450027,36.02560043,IS- Informal Settlement,Inactive,0,0,11/29/16,Medair,Sixth Update - 2016,4/21/16,3/24/16,0,0,0,0,,,,,,,
53388-01-013,Yammouné 013,Bekaa,Baalbek,Yammouné,,34.12308884,36.03718185,IS- Informal Settlement,Less than 4,1,0,11/29/16,Medair,Sixth Update - 2016,8/16/16,8/1/16,1,1000,1,5,,,,,,,
53388-01-014,Yammouné 014,Bekaa,Baalbek,Yammouné,,34.12289047,36.03812027,IS- Informal Settlement,Active,69,427,11/29/16,Medair,Sixth Update - 2016,10/24/16,10/18/16,29,64000,0,0,Water Network,Municipality Collection,Holding tank,None,Mobile network - 3G / 4G,No,No
53411-01-001,Bednayel Baalbak 001,Bekaa,Baalbek,Bednayel Baalbak,,33.90000153,36.01010132,IS- Informal Settlement,Inactive,0,0,12/8/16,Medair,Sixth Update - 2016,4/6/14,3/18/13,0,0,0,0,,,,,,,
53411-01-002,Bednayel Baalbak 002,Bekaa,Baalbek,Bednayel Baalbak,,33.89080048,36.02679825,IS- Informal Settlement,Inactive,0,0,12/8/16,Medair,Sixth Update - 2016,8/13/14,2/26/13,0,0,0,0,,,,,,,
53411-01-003,Bednayel Baalbak 003,Bekaa,Baalbek,Bednayel Baalbak,,33.90299988,36.02669907,IS- Informal Settlement,Less than 4,2,16,12/8/16,Medair,Sixth Update - 2016,8/14/14,3/10/14,1,1000,1,5,Borehole,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53411-01-004,Bednayel Baalbak 004,Bekaa,Baalbek,Bednayel Baalbak,,33.88639832,36.0298996,IS- Informal Settlement,Active,4,26,12/12/16,Medair,Sixth Update - 2016,12/2/14,7/1/14,4,3000,0,0,Borehole,Dump it outside the camp,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53413-01-001,Qsarnaba 001,Bekaa,Baalbek,Qsarnaba,,33.8973999,36.00350189,IS- Informal Settlement,Active,6,38,12/8/16,Medair,Sixth Update - 2016,4/11/14,3/18/13,4,5000,0,0,Borehole,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
53413-01-002,Qsarnaba 002,Bekaa,Baalbek,Qsarnaba,,33.8995018,36.00149918,IS- Informal Settlement,Active,11,68,12/8/16,Medair,Sixth Update - 2016,4/6/14,9/18/13,11,11000,0,0,Borehole,Municipality Collection,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,No,Yes
53413-01-003,Qsarnaba 003,Bekaa,Baalbek,Qsarnaba,,33.90200043,36.00740051,IS- Informal Settlement,Active,27,154,12/8/16,Medair,Sixth Update - 2016,4/6/14,2/18/12,28,27000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
53413-01-004,Qsarnaba 004,Bekaa,Baalbek,Qsarnaba,,33.90240097,36.00640106,IS- Informal Settlement,Less than 4,3,10,12/8/16,Medair,Sixth Update - 2016,4/6/14,12/10/12,3,3000,2,8,Borehole,Burn it,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
53413-01-005,Qsarnaba 005,Bekaa,Baalbek,Qsarnaba,,33.90060043,36.00749969,IS- Informal Settlement,Less than 4,2,6,12/8/16,Medair,Sixth Update - 2016,4/6/14,3/10/13,2,2000,4,28,Water Network,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
53413-01-006,Qsarnaba 006,Bekaa,Baalbek,Qsarnaba,,33.89699936,36.01240158,IS- Informal Settlement,Active,4,23,12/8/16,Medair,Sixth Update - 2016,4/6/14,11/10/13,4,4000,2,6,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
53413-01-007,Qsarnaba 007,Bekaa,Baalbek,Qsarnaba,,33.90650177,36.00009918,IS- Informal Settlement,Less than 4,1,6,12/8/16,Medair,Sixth Update - 2016,4/6/14,2/10/12,2,3000,2,12,Borehole,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53413-01-008,Qsarnaba 008,Bekaa,Baalbek,Qsarnaba,,33.9068985,36.00370026,IS- Informal Settlement,Active,5,27,12/8/16,Medair,Sixth Update - 2016,8/20/14,10/10/12,4,4000,2,11,Water Network,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
53413-01-009,Qsarnaba 009,Bekaa,Baalbek,Qsarnaba,,33.89690018,36.00040054,IS- Informal Settlement,Inactive,0,0,12/8/16,Medair,Sixth Update - 2016,8/20/14,3/30/14,0,0,0,0,,,,,,,
53413-01-010,Qsarnaba 010,Bekaa,Baalbek,Qsarnaba,,33.88862991,36.0118103,IS- Informal Settlement,Less than 4,2,9,12/12/16,Medair,Sixth Update - 2016,8/20/14,3/8/13,2,2000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
53413-01-011,Qsarnaba 011,Bekaa,Baalbek,Qsarnaba,,33.8893013,36.01620102,IS- Informal Settlement,Active,5,31,12/8/16,Medair,Sixth Update - 2016,8/19/14,7/13/14,5,5000,0,0,Water Trucking,Dump it outside the camp,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
53413-01-012,Qsarnaba 012,Bekaa,Baalbek,Qsarnaba,,33.89310074,36.01689911,IS- Informal Settlement,Less than 4,3,15,12/8/16,Medair,Sixth Update - 2016,8/20/14,8/19/14,1,3000,0,0,Borehole,Municipality Collection,Direct discharge to environment,Verbal,Wifi  / local Internet service provider,No,No
53413-01-013,Qsarnaba 013,Bekaa,Baalbek,Qsarnaba,,33.8973999,35.99639893,IS- Informal Settlement,Less than 4,3,27,12/13/16,Medair,Sixth Update - 2016,11/26/14,7/23/14,2,4000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,No,Yes
53413-01-014,Qsarnaba 014,Bekaa,Baalbek,Qsarnaba,,33.8927002,36.0182991,IS- Informal Settlement,Less than 4,2,11,12/8/16,Medair,Sixth Update - 2016,2/23/15,6/4/15,2,2000,3,14,Borehole,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
53413-01-015,Qsarnaba 015,Bekaa,Baalbek,Qsarnaba,,33.9029007,36.00630188,IS- Informal Settlement,Active,5,27,12/8/16,Medair,Sixth Update - 2016,2/23/15,1/4/15,5,7000,1,4,Borehole,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
53413-01-016,Qsarnaba 016,Bekaa,Baalbek,Qsarnaba,,33.88909912,36.01539993,IS- Informal Settlement,Less than 4,3,19,12/8/16,Medair,Sixth Update - 2016,4/13/15,5/15/14,2,3000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
53413-01-017,Qsarnaba 017,Bekaa,Baalbek,Qsarnaba,,33.90119934,36.00839996,IS- Informal Settlement,Inactive,0,0,12/8/16,Medair,Sixth Update - 2016,4/13/15,5/4/13,0,0,0,0,,,,,,,
53413-01-018,Qsarnaba 018,Bekaa,Baalbek,Qsarnaba,,33.90359879,36.00569916,IS- Informal Settlement,Less than 4,2,10,12/8/16,Medair,Sixth Update - 2016,6/19/15,3/17/15,1,1000,0,0,Borehole,Municipality Collection,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53413-01-019,Qsarnaba 019,Bekaa,Baalbek,Qsarnaba,,33.88880157,36.01319885,IS- Informal Settlement,Active,4,9,12/12/16,Medair,Sixth Update - 2016,6/4/15,12/22/14,2,2000,0,0,Borehole,Dump it outside the camp,Direct discharge to environment,None,Mobile network - 3G / 4G,No,No
53413-01-020,Qsarnaba 020,Bekaa,Baalbek,Qsarnaba,,33.88880157,36.01250076,IS- Informal Settlement,Active,4,26,12/12/16,Medair,Sixth Update - 2016,6/4/15,3/25/15,4,5000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
53413-01-021,Qsarnaba 021,Bekaa,Baalbek,Qsarnaba,,33.89229965,36.00500107,IS- Informal Settlement,Active,21,142,12/12/16,Medair,Sixth Update - 2016,6/4/15,3/4/15,12,16000,0,0,Water Trucking,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
53413-01-022,Qsarnaba 022,Bekaa,Baalbek,Qsarnaba,,33.89860153,36.01139832,IS- Informal Settlement,Inactive,0,0,12/8/16,Medair,Sixth Update - 2016,6/22/15,6/20/15,0,0,0,0,,,,,,,
53413-01-023,Qsarnaba 023,Bekaa,Baalbek,Qsarnaba,,33.89260101,36.01269913,IS- Informal Settlement,Inactive,0,0,12/8/16,Medair,Sixth Update - 2016,7/6/15,2/21/14,0,0,0,0,,,,,,,
